Cluster ClusterRank deltaG deltaGelec deltaGvdw deltaGligsolvnonpol deltaGligsolvpol deltaGprotsolvnonpol deltaGprotsolvpol deltaGcompsolvnonpol deltaGcompsolvpol extraFull surfFull solvFull IntraFull InterFull FullFitness SimpleFitness Energy
21 2 -7.914414 0.0 -47.2194 9.61559 -16.372 221.095 -1411.41 219.223 -1401.16 0.0 219.223 -1401.16 318.285 -47.2194 -910.87146 249.66 249.66
21 3 -7.8977666 0.0 -46.7769 9.58131 -16.2671 221.095 -1411.41 219.21 -1401.5 0.0 219.21 -1401.5 318.245 -46.7769 -910.82196 249.862 249.862
21 4 -7.730532 0.0 -43.3142 9.75379 -15.7138 221.095 -1411.41 219.43 -1403.64 0.0 219.43 -1403.64 319.309 -43.3142 -908.2153 253.234 253.234
21 5 -7.7637544 0.0 -43.7396 9.77801 -15.7234 221.095 -1411.41 219.354 -1403.38 0.0 219.354 -1403.38 319.695 -43.7396 -908.07056 253.244 253.244
21 6 -7.8509374 0.0 -44.9927 9.74163 -16.019 221.095 -1411.41 219.225 -1403.02 0.0 219.225 -1403.02 320.898 -44.9927 -907.8898 252.816 252.816
21 7 -7.8727293 0.0 -45.7695 9.74052 -16.4512 221.095 -1411.41 219.219 -1402.6 0.0 219.219 -1402.6 321.83 -45.7695 -907.32056 253.122 253.122
22 0 -8.414222 0.0 -54.401 9.48769 -17.7841 221.095 -1411.41 219.711 -1400.59 0.0 219.711 -1400.59 324.51 -54.401 -910.76996 248.58 248.58
23 0 -7.9112244 0.0 -45.7894 9.50054 -16.7587 221.095 -1411.41 219.577 -1404.43 0.0 219.577 -1404.43 320.031 -45.7894 -910.61145 249.625 249.625
23 1 -7.9112244 0.0 -45.7894 9.50054 -16.7587 221.095 -1411.41 219.577 -1404.43 0.0 219.577 -1404.43 320.031 -45.7894 -910.61145 249.625 249.625
23 2 -7.9049277 0.0 -46.2727 9.48888 -16.7947 221.095 -1411.41 219.639 -1403.73 0.0 219.639 -1403.73 319.974 -46.2727 -910.38965 249.383 249.383
23 3 -7.9049277 0.0 -46.2727 9.48888 -16.7947 221.095 -1411.41 219.639 -1403.73 0.0 219.639 -1403.73 319.974 -46.2727 -910.38965 249.383 249.383
23 4 -7.9049277 0.0 -46.2727 9.48888 -16.7947 221.095 -1411.41 219.639 -1403.73 0.0 219.639 -1403.73 319.974 -46.2727 -910.38965 249.383 249.383
23 5 -7.9049277 0.0 -46.2727 9.48888 -16.7947 221.095 -1411.41 219.639 -1403.73 0.0 219.639 -1403.73 319.974 -46.2727 -910.38965 249.383 249.383
23 6 -7.8962336 0.0 -46.0108 9.49102 -16.7753 221.095 -1411.41 219.626 -1403.95 0.0 219.626 -1403.95 319.975 -46.0108 -910.35974 249.482 249.482
23 7 -7.8962336 0.0 -46.0108 9.49102 -16.7753 221.095 -1411.41 219.626 -1403.95 0.0 219.626 -1403.95 319.975 -46.0108 -910.35974 249.482 249.482
24 0 -7.751897 0.0 -41.7771 9.2255 -15.7525 221.095 -1411.41 219.061 -1406.65 0.0 219.061 -1406.65 319.261 -41.7771 -910.1051 250.29 250.29
25 0 -8.150266 0.0 -46.2973 9.66495 -16.6854 221.095 -1411.41 217.621 -1404.2 0.0 217.621 -1404.2 322.802 -46.2973 -910.07434 252.826 252.826
25 1 -8.129669 0.0 -46.0421 9.65967 -16.6871 221.095 -1411.41 217.616 -1404.26 0.0 217.616 -1404.26 322.697 -46.0421 -909.98914 252.812 252.812
25 2 -7.428574 0.0 -37.6004 9.68374 -15.6531 221.095 -1411.41 219.064 -1407.02 0.0 219.064 -1407.02 323.811 -37.6004 -901.7455 259.685 259.685
25 3 -7.412413 0.0 -37.3284 9.68263 -15.6258 221.095 -1411.41 219.057 -1407.14 0.0 219.057 -1407.14 323.765 -37.3284 -901.64636 259.783 259.783
25 4 -7.4621563 0.0 -41.4053 9.44303 -15.4475 221.095 -1411.41 218.958 -1401.69 0.0 218.958 -1401.69 323.384 -41.4053 -900.7532 258.386 258.386
25 5 -6.9611697 0.0 -33.7004 9.5025 -13.6246 221.095 -1411.41 219.101 -1403.72 0.0 219.101 -1403.72 340.088 -33.7004 -878.2314 280.75 280.75
26 0 -7.8623514 0.0 -43.7147 9.69263 -15.9209 221.095 -1411.41 219.07 -1404.92 0.0 219.07 -1404.92 319.496 -43.7147 -910.06866 249.064 249.064
26 1 -7.802173 0.0 -43.2911 9.66392 -15.8527 221.095 -1411.41 219.285 -1404.9 0.0 219.285 -1404.9 319.065 -43.2911 -909.84106 249.199 249.199
26 2 -7.8934464 0.0 -42.838 9.98161 -16.6997 221.095 -1411.41 218.866 -1406.8 0.0 218.866 -1406.8 323.216 -42.838 -907.55615 251.609 251.609
26 3 -7.503074 0.0 -37.1981 9.66149 -17.2958 221.095 -1411.41 219.047 -1410.51 0.0 219.047 -1410.51 328.42 -37.1981 -900.2411 255.808 255.808
26 4 -7.519341 0.0 -37.4441 9.67367 -17.2864 221.095 -1411.41 218.997 -1410.29 0.0 218.997 -1410.29 328.56 -37.4441 -900.17706 255.93 255.93
26 5 -6.95367 0.0 -33.6772 9.62979 -16.2818 221.095 -1411.41 219.228 -1406.29 0.0 219.228 -1406.29 322.46 -33.6772 -898.2793 256.372 256.372
26 6 -7.114186 0.0 -34.6313 9.58676 -17.1884 221.095 -1411.41 219.389 -1408.66 0.0 219.389 -1408.66 330.393 -34.6313 -893.5093 260.876 260.876
26 7 -6.9101377 0.0 -30.606 9.69025 -15.4607 221.095 -1411.41 219.13 -1409.26 0.0 219.13 -1409.26 344.463 -30.606 -876.27295 279.592 279.592
27 0 -7.8267975 0.0 -39.7319 9.53206 -15.8051 221.095 -1411.41 218.942 -1410.43 0.0 218.942 -1410.43 321.272 -39.7319 -909.9479 249.081 249.081
27 1 -7.8267975 0.0 -39.7319 9.53206 -15.8051 221.095 -1411.41 218.942 -1410.43 0.0 218.942 -1410.43 321.272 -39.7319 -909.9479 249.081 249.081
27 2 -7.823309 0.0 -39.6872 9.53365 -15.8007 221.095 -1411.41 218.945 -1410.44 0.0 218.945 -1410.44 321.236 -39.6872 -909.9461 249.08 249.08
27 3 -7.823309 0.0 -39.6872 9.53365 -15.8007 221.095 -1411.41 218.945 -1410.44 0.0 218.945 -1410.44 321.236 -39.6872 -909.9461 249.08 249.08
27 4 -7.781392 0.0 -39.1056 9.58916 -15.8929 221.095 -1411.41 218.99 -1410.73 0.0 218.99 -1410.73 321.072 -39.1056 -909.77356 249.174 249.174
27 5 -7.3525395 0.0 -32.9445 9.18899 -14.8836 221.095 -1411.41 218.676 -1412.37 0.0 218.676 -1412.37 332.97 -32.9445 -893.66846 267.008 267.008
27 6 -7.1023755 0.0 -29.8322 9.14604 -14.7621 221.095 -1411.41 218.522 -1412.8 0.0 218.522 -1412.8 337.321 -29.8322 -886.7893 273.451 273.451
28 0 -8.296331 0.0 -46.8908 9.88034 -15.2771 221.095 -1411.41 219.576 -1406.95 0.0 219.576 -1406.95 324.448 -46.8908 -909.81683 253.653 253.653
28 1 -8.296331 0.0 -46.8908 9.88034 -15.2771 221.095 -1411.41 219.576 -1406.95 0.0 219.576 -1406.95 324.448 -46.8908 -909.81683 253.653 253.653
28 2 -8.296331 0.0 -46.8908 9.88034 -15.2771 221.095 -1411.41 219.576 -1406.95 0.0 219.576 -1406.95 324.448 -46.8908 -909.81683 253.653 253.653
28 3 -8.296331 0.0 -46.8908 9.88034 -15.2771 221.095 -1411.41 219.576 -1406.95 0.0 219.576 -1406.95 324.448 -46.8908 -909.81683 253.653 253.653
28 4 -8.31877 0.0 -47.351 9.88732 -15.2653 221.095 -1411.41 219.529 -1406.51 0.0 219.529 -1406.51 324.588 -47.351 -909.74396 253.487 253.487
28 5 -8.31877 0.0 -47.351 9.88732 -15.2653 221.095 -1411.41 219.529 -1406.51 0.0 219.529 -1406.51 324.588 -47.351 -909.74396 253.487 253.487
28 6 -8.34951 0.0 -47.9981 9.88884 -15.2945 221.095 -1411.41 219.465 -1405.94 0.0 219.465 -1405.94 324.79 -47.9981 -909.6831 253.331 253.331
28 7 -8.34951 0.0 -47.9981 9.88884 -15.2945 221.095 -1411.41 219.465 -1405.94 0.0 219.465 -1405.94 324.79 -47.9981 -909.6831 253.331 253.331
29 0 -8.175908 0.0 -45.0836 9.28374 -16.9501 221.095 -1411.41 218.605 -1408.87 0.0 218.605 -1408.87 325.557 -45.0836 -909.7916 251.353 251.353
29 1 -8.035399 0.0 -43.0083 9.32697 -16.8279 221.095 -1411.41 218.616 -1409.61 0.0 218.616 -1409.61 324.519 -43.0083 -909.4833 251.901 251.901
29 2 -8.078375 0.0 -43.7928 9.29575 -16.9217 221.095 -1411.41 218.602 -1409.22 0.0 218.602 -1409.22 325.091 -43.7928 -909.31976 251.63 251.63
29 3 -7.9604826 0.0 -42.2474 9.43734 -16.5053 221.095 -1411.41 218.992 -1409.65 0.0 218.992 -1409.65 323.792 -42.2474 -909.11346 248.489 248.489
29 4 -7.902383 0.0 -41.2942 9.42774 -16.4751 221.095 -1411.41 218.954 -1410.1 0.0 218.954 -1410.1 323.505 -41.2942 -908.9352 248.681 248.681
30 0 -7.5484633 0.0 -41.7002 9.69787 -16.2849 221.095 -1411.41 219.891 -1404.53 0.0 219.891 -1404.53 316.56 -41.7002 -909.7792 249.524 249.524
30 1 -7.5484633 0.0 -41.7002 9.69787 -16.2849 221.095 -1411.41 219.891 -1404.53 0.0 219.891 -1404.53 316.56 -41.7002 -909.7792 249.524 249.524
30 2 -7.5484633 0.0 -41.7002 9.69787 -16.2849 221.095 -1411.41 219.891 -1404.53 0.0 219.891 -1404.53 316.56 -41.7002 -909.7792 249.524 249.524
30 3 -7.5098023 0.0 -40.8838 9.69379 -16.2102 221.095 -1411.41 219.851 -1405.03 0.0 219.851 -1405.03 316.633 -40.8838 -909.42975 249.675 249.675
30 4 -7.5098023 0.0 -40.8838 9.69379 -16.2102 221.095 -1411.41 219.851 -1405.03 0.0 219.851 -1405.03 316.633 -40.8838 -909.42975 249.675 249.675
30 5 -7.4925556 0.0 -40.6063 9.68614 -16.1936 221.095 -1411.41 219.843 -1405.16 0.0 219.843 -1405.16 316.597 -40.6063 -909.3263 249.738 249.738
30 6 -7.4925556 0.0 -40.6063 9.68614 -16.1936 221.095 -1411.41 219.843 -1405.16 0.0 219.843 -1405.16 316.597 -40.6063 -909.3263 249.738 249.738
30 7 -7.4925556 0.0 -40.6063 9.68614 -16.1936 221.095 -1411.41 219.843 -1405.16 0.0 219.843 -1405.16 316.597 -40.6063 -909.3263 249.738 249.738
31 0 -7.6585636 0.0 -42.968 9.54407 -15.9297 221.095 -1411.41 219.631 -1403.85 0.0 219.631 -1403.85 318.106 -42.968 -909.08093 247.973 247.973
31 1 -7.667874 0.0 -43.0991 9.52973 -15.9322 221.095 -1411.41 219.596 -1403.77 0.0 219.596 -1403.77 318.333 -43.0991 -908.9401 248.03 248.03
32 0 -7.5850124 0.0 -31.962 9.65232 -15.5304 221.095 -1411.41 218.548 -1417.42 0.0 218.548 -1417.42 321.79 -31.962 -909.04407 255.569 255.569
33 0 -8.177093 0.0 -49.1491 9.7044 -15.333 221.095 -1411.41 219.441 -1401.63 0.0 219.441 -1401.63 322.337 -49.1491 -909.00116 252.452 252.452
33 1 -8.126288 0.0 -48.317 9.69016 -15.4143 221.095 -1411.41 219.422 -1402.16 0.0 219.422 -1402.16 323.759 -48.317 -907.296 254.264 254.264
33 2 -7.7132754 0.0 -43.4849 9.50202 -14.6275 221.095 -1411.41 219.296 -1402.19 0.0 219.296 -1402.19 320.66 -43.4849 -905.7189 255.897 255.897
34 0 -8.518957 0.0 -56.9314 8.88267 -14.0313 221.095 -1411.41 218.972 -1394.43 0.0 218.972 -1394.43 323.531 -56.9314 -908.85846 251.904 251.904
34 1 -8.430929 0.0 -56.0465 8.87522 -13.969 221.095 -1411.41 219.044 -1394.42 0.0 219.044 -1394.42 324.79 -56.0465 -906.6325 254.045 254.045
34 2 -8.389451 0.0 -55.5932 8.86315 -13.7885 221.095 -1411.41 218.985 -1394.19 0.0 218.985 -1394.19 324.656 -55.5932 -906.1422 254.184 254.184
35 0 -7.9610505 0.0 -41.3791 9.49205 -16.6086 221.095 -1411.41 218.332 -1410.0 0.0 218.332 -1410.0 324.289 -41.3791 -908.75806 253.314 253.314
35 1 -7.7442813 0.0 -39.792 9.35415 -16.6875 221.095 -1411.41 219.242 -1410.61 0.0 219.242 -1410.61 331.056 -39.792 -900.10394 260.49 260.49
36 0 -7.643088 0.0 -40.7969 9.35502 -15.6022 221.095 -1411.41 219.503 -1406.72 0.0 219.503 -1406.72 319.944 -40.7969 -908.0699 254.353 254.353
37 0 -7.3874865 0.0 -35.6146 9.62768 -16.1222 221.095 -1411.41 219.579 -1410.77 0.0 219.579 -1410.77 319.148 -35.6146 -907.6576 253.37 253.37
38 0 -7.616742 0.0 -38.9834 9.29789 -16.6001 221.095 -1411.41 219.122 -1409.59 0.0 219.122 -1409.59 322.036 -38.9834 -907.41534 255.188 255.188
38 1 -7.8352184 0.0 -39.6358 9.41893 -16.4297 221.095 -1411.41 219.32 -1412.1 0.0 219.32 -1412.1 333.818 -39.6358 -898.5977 264.739 264.739
38 2 -6.8575783 0.0 -31.6518 9.28878 -16.1273 221.095 -1411.41 219.724 -1408.99 0.0 219.724 -1408.99 325.515 -31.6518 -895.4027 267.64 267.64
39 0 -7.987594 0.0 -46.6179 9.32597 -16.5402 221.095 -1411.41 218.821 -1403.28 0.0 218.821 -1403.28 325.218 -46.6179 -905.85895 250.927 250.927
40 0 -8.28978 0.0 -48.7169 9.47521 -16.4336 221.095 -1411.41 218.332 -1403.88 0.0 218.332 -1403.88 329.559 -48.7169 -904.7058 255.195 255.195
41 0 -8.060657 0.0 -45.7117 9.48848 -16.0131 221.095 -1411.41 219.438 -1406.05 0.0 219.438 -1406.05 327.961 -45.7117 -904.3628 257.731 257.731
41 1 -6.823068 0.0 -31.4948 9.51289 -15.8489 221.095 -1411.41 218.971 -1406.88 0.0 218.971 -1406.88 321.307 -31.4948 -898.09686 253.684 253.684
41 2 -7.2804513 0.0 -36.4277 9.69281 -15.7552 221.095 -1411.41 218.682 -1405.91 0.0 218.682 -1405.91 330.199 -36.4277 -893.45667 264.069 264.069
41 3 -7.1799626 0.0 -36.6286 9.61003 -15.3334 221.095 -1411.41 218.809 -1403.86 0.0 218.809 -1403.86 332.284 -36.6286 -889.39557 262.734 262.734
41 4 -6.7832656 0.0 -32.1664 9.49263 -15.4392 221.095 -1411.41 218.749 -1404.47 0.0 218.749 -1404.47 332.141 -32.1664 -885.74634 266.699 266.699
42 0 -8.113467 0.0 -44.9451 9.47319 -15.6461 221.095 -1411.41 219.131 -1407.28 0.0 219.131 -1407.28 329.068 -44.9451 -904.0261 259.339 259.339
42 1 -7.7468476 0.0 -43.1913 9.63807 -16.0012 221.095 -1411.41 219.771 -1405.09 0.0 219.771 -1405.09 326.118 -43.1913 -902.39233 259.268 259.268
43 0 -7.1651096 0.0 -33.0402 9.37089 -15.4615 221.095 -1411.41 218.769 -1409.6 0.0 218.769 -1409.6 320.911 -33.0402 -902.96014 257.323 257.323
44 0 -8.263077 0.0 -46.1873 9.70034 -15.513 221.095 -1411.41 219.726 -1408.24 0.0 219.726 -1408.24 332.661 -46.1873 -902.04034 259.872 259.872
44 1 -7.7077084 0.0 -40.6502 9.76533 -16.0866 221.095 -1411.41 219.553 -1407.93 0.0 219.553 -1407.93 355.565 -40.6502 -873.4623 286.663 286.663
44 2 -7.7296643 0.0 -40.9064 9.75209 -16.1461 221.095 -1411.41 219.603 -1408.05 0.0 219.603 -1408.05 355.916 -40.9064 -873.4375 286.856 286.856
45 0 -8.052082 0.0 -41.0969 9.51607 -16.3854 221.095 -1411.41 219.035 -1412.75 0.0 219.035 -1412.75 333.884 -41.0969 -900.92786 260.62 260.62
46 0 -7.4591417 0.0 -39.5564 9.65522 -15.7862 221.095 -1411.41 219.683 -1405.63 0.0 219.683 -1405.63 326.636 -39.5564 -898.86743 257.177 257.177
46 1 -7.4828343 0.0 -41.5339 9.66292 -16.6671 221.095 -1411.41 219.664 -1403.8 0.0 219.664 -1403.8 330.994 -41.5339 -894.67596 263.48 263.48
46 2 -7.928853 0.0 -45.1195 9.58824 -15.2776 221.095 -1411.41 219.689 -1404.31 0.0 219.689 -1404.31 336.399 -45.1195 -893.34155 263.999 263.999
46 3 -7.8585567 0.0 -44.8152 9.6112 -15.5891 221.095 -1411.41 219.671 -1403.88 0.0 219.671 -1403.88 338.205 -44.8152 -890.8192 266.827 266.827
46 4 -7.2461786 0.0 -38.9075 9.48931 -16.0292 221.095 -1411.41 219.526 -1403.41 0.0 219.526 -1403.41 335.078 -38.9075 -887.7135 270.567 270.567
46 5 -6.1207914 0.0 -27.2279 9.83563 -15.9075 221.095 -1411.41 219.689 -1402.67 0.0 219.689 -1402.67 333.603 -27.2279 -876.60596 278.627 278.627
47 0 -7.8411736 0.0 -41.9713 9.50784 -16.0456 221.095 -1411.41 219.491 -1408.33 0.0 219.491 -1408.33 333.114 -41.9713 -897.6963 264.91 264.91
47 1 -7.8679376 0.0 -42.4097 9.48474 -15.993 221.095 -1411.41 219.431 -1407.98 0.0 219.431 -1407.98 333.481 -42.4097 -897.47766 264.968 264.968
47 2 -7.867312 0.0 -42.417 9.45536 -16.015 221.095 -1411.41 219.369 -1407.93 0.0 219.369 -1407.93 333.582 -42.417 -897.396 264.974 264.974
48 0 -7.259608 0.0 -37.5432 9.02431 -15.4748 221.095 -1411.41 218.832 -1404.83 0.0 218.832 -1404.83 331.206 -37.5432 -892.3352 267.39 267.39
48 1 -7.328053 0.0 -38.2918 9.00375 -15.3883 221.095 -1411.41 218.886 -1404.82 0.0 218.886 -1404.82 332.648 -38.2918 -891.57776 268.062 268.062
49 0 -7.1899395 0.0 -34.801 9.52791 -16.8604 221.095 -1411.41 218.963 -1408.74 0.0 218.963 -1408.74 335.372 -34.801 -889.20593 271.17 271.17
49 1 -6.702856 0.0 -32.6838 9.41725 -16.073 221.095 -1411.41 218.887 -1403.32 0.0 218.887 -1403.32 333.108 -32.6838 -884.0088 272.618 272.618
49 2 -6.5978103 0.0 -32.6626 9.5034 -17.516 221.095 -1411.41 218.883 -1402.94 0.0 218.883 -1402.94 337.088 -32.6626 -879.63153 278.942 278.942
50 0 271.6994 0.0 2910.02 10.0503 -25.3024 221.095 -1411.41 219.273 -1411.8 0.0 219.273 -1411.8 5548.81 2910.02 7266.303 8418.11 8418.11
